101,8888,0000,9999,品名,1354656.57,2008-04-01
101,8888,0000,9999,品名,1356889.34,2008-05-01
101,8888,0000,9999,品名,1434378.34,2008-06-01
101,8888,0000,9999,品名,1827927.16,2008-07-01
101,8888,0000,9999,品名,1872725.51,2008-08-01
101,8888,0000,9999,品名,1581680.99,2008-09-01
101,8888,0000,9999,品名,1528366,2009-04-01
102,8888,0000,9999,品名,113883,2008-04-01
102,8888,0000,9999,品名,125851,2008-05-01
102,8888,0000,9999,品名,151052,2008-06-01
102,8888,0000,9999,品名,189443,2008-07-01
102,8888,0000,9999,品名,142521,2008-08-01
102,8888,0000,9999,品名,111185,2008-09-01
102,8888,0000,9999,品名,117230,2009-04-01
103,8888,0000,9999,品名,154132,2008-04-01
103,8888,0000,9999,品名,213886,2008-05-01
103,8888,0000,9999,品名,175298,2008-06-01
103,8888,0000,9999,品名,162377,2008-07-01
103,8888,0000,9999,品名,164320,2008-08-01
103,8888,0000,9999,品名,225391,2008-09-01
103,8888,0000,9999,品名,190748,2009-04-01
105,8888,0000,9999,品名,26845309.82,2008-04-01
105,8888,0000,9999,品名,33512677.3,2008-05-01
105,8888,0000,9999,品名,34962173.18,2008-06-01
105,8888,0000,9999,品名,38397416.16,2008-07-01
105,8888,0000,9999,品名,35752384.79,2008-08-01
105,8888,0000,9999,品名,39642634.32,2008-09-01
105,8888,0000,9999,品名,33108711.78,2009-04-01
106,8888,0000,9999,品名,35431,2008-04-01
106,8888,0000,9999,品名,44457,2008-05-01
106,8888,0000,9999,品名,33288,2008-06-01
106,8888,0000,9999,品名,40395,2008-07-01
106,8888,0000,9999,品名,37404,2008-08-01
106,8888,0000,9999,品名,42746,2008-09-01
106,8888,0000,9999,品名,47795,2009-04-01
107,8888,0000,9999,品名,872728,2008-04-01
107,8888,0000,9999,品名,1025788,2008-05-01
107,8888,0000,9999,品名,1012280,2008-06-01
107,8888,0000,9999,品名,1199002,2008-07-01
107,8888,0000,9999,品名,1195451,2008-08-01
107,8888,0000,9999,品名,957929.02,2008-09-01
107,8888,0000,9999,品名,899664,2009-04-01
108,8888,0000,9999,品名,178500,2008-04-01
108,8888,0000,9999,品名,248700,2008-05-01
108,8888,0000,9999,品名,188170,2008-06-01
108,8888,0000,9999,品名,222346,2008-07-01
108,8888,0000,9999,品名,209107,2008-08-01
108,8888,0000,9999,品名,230489,2008-09-01
108,8888,0000,9999,品名,203080,2009-04-01
109,8888,0000,9999,品名,174304,2008-04-01
109,8888,0000,9999,品名,204625,2008-05-01
109,8888,0000,9999,品名,228286,2008-06-01
109,8888,0000,9999,品名,236447,2008-07-01
109,8888,0000,9999,品名,223439,2008-08-01
109,8888,0000,9999,品名,196037,2008-09-01
109,8888,0000,9999,品名,180040,2009-04-01
110,8888,0000,9999,品名,4500000,2008-04-01
110,8888,0000,9999,品名,6600000,2008-05-01
110,8888,0000,9999,品名,4500000,2008-06-01
110,8888,0000,9999,品名,6200000,2008-07-01
110,8888,0000,9999,品名,4000000,2008-08-01
110,8888,0000,9999,品名,3660000,2008-09-01
110,8888,0000,9999,品名,4120000,2009-04-01
111,8888,0000,9999,品名,34745,2008-04-01
111,8888,0000,9999,品名,27811,2008-05-01
111,8888,0000,9999,品名,31814,2008-06-01
111,8888,0000,9999,品名,18746,2008-07-01
111,8888,0000,9999,品名,26942,2008-08-01
111,8888,0000,9999,品名,28886,2008-09-01
111,8888,0000,9999,品名,24745,2009-04-01
112,8888,0000,9999,品名,134686,2008-04-01
112,8888,0000,9999,品名,142193,2008-05-01
112,8888,0000,9999,品名,132938,2008-06-01
112,8888,0000,9999,品名,121690,2008-07-01
112,8888,0000,9999,品名,122133,2008-08-01
112,8888,0000,9999,品名,170516,2008-09-01
112,8888,0000,9999,品名,115100,2009-04-01
113,8888,0000,9999,品名,102445,2008-04-01
113,8888,0000,9999,品名,121082,2008-05-01
113,8888,0000,9999,品名,112169,2008-06-01
113,8888,0000,9999,品名,255126,2008-07-01
113,8888,0000,9999,品名,126662,2008-08-01
113,8888,0000,9999,品名,118584,2008-09-01
113,8888,0000,9999,品名,120018,2009-04-01
114,8888,0000,9999,品名,1193052,2008-04-01
114,8888,0000,9999,品名,1125124.14,2008-05-01
114,8888,0000,9999,品名,1149454,2008-06-01
114,8888,0000,9999,品名,1159980,2008-07-01
114,8888,0000,9999,品名,1140973,2008-08-01
114,8888,0000,9999,品名,1320622,2008-09-01
114,8888,0000,9999,品名,1301800,2009-04-01
115,8888,0000,9999,品名,1130234,2008-04-01
115,8888,0000,9999,品名,1348239,2008-05-01
115,8888,0000,9999,品名,1350185,2008-06-01
115,8888,0000,9999,品名,2414669,2008-07-01
115,8888,0000,9999,品名,1219377,2008-08-01
115,8888,0000,9999,品名,1411929,2008-09-01
115,8888,0000,9999,品名,1370692,2009-04-01
116,8888,0000,9999,品名,113752,2008-04-01
116,8888,0000,9999,品名,133070,2008-05-01
116,8888,0000,9999,品名,137844,2008-06-01
116,8888,0000,9999,品名,142897,2008-07-01
116,8888,0000,9999,品名,135795,2008-08-01
116,8888,0000,9999,品名,127061,2008-09-01
116,8888,0000,9999,品名,130005,2009-04-01
117,8888,0000,9999,品名,1209850,2008-04-01
117,8888,0000,9999,品名,1222991.2,2008-05-01
117,8888,0000,9999,品名,1080133.6,2008-06-01
117,8888,0000,9999,品名,1308743.1,2008-07-01
117,8888,0000,9999,品名,1376957,2008-08-01
117,8888,0000,9999,品名,1478159.8,2008-09-01
118,8888,0000,9999,品名,81344,2008-04-01
118,8888,0000,9999,品名,70940,2008-05-01
118,8888,0000,9999,品名,130336,2008-06-01
118,8888,0000,9999,品名,121126,2008-07-01
118,8888,0000,9999,品名,96726,2008-08-01
118,8888,0000,9999,品名,111028,2008-09-01
118,8888,0000,9999,品名,119040,2009-04-01
119,8888,0000,9999,品名,46806,2008-04-01
119,8888,0000,9999,品名,101655,2008-05-01
119,8888,0000,9999,品名,119651,2008-06-01
119,8888,0000,9999,品名,105678,2008-07-01
119,8888,0000,9999,品名,95178,2008-08-01
119,8888,0000,9999,品名,106096,2008-09-01
119,8888,0000,9999,品名,81035,2009-04-01
120,8888,0000,9999,品名,90723,2008-04-01
120,8888,0000,9999,品名,78731,2008-05-01
120,8888,0000,9999,品名,103457,2008-06-01
120,8888,0000,9999,品名,158560,2008-07-01
120,8888,0000,9999,品名,109258,2008-08-01
120,8888,0000,9999,品名,119904,2008-09-01
120,8888,0000,9999,品名,92093,2009-04-01
121,8888,0000,9999,品名,13548,2008-04-01
121,8888,0000,9999,品名,55636,2008-05-01
121,8888,0000,9999,品名,79056,2008-06-01
121,8888,0000,9999,品名,82528,2008-07-01
121,8888,0000,9999,品名,100154,2008-08-01
121,8888,0000,9999,品名,105813,2008-09-01
121,8888,0000,9999,品名,63865,2009-04-01
122,8888,0000,9999,品名,3023,2008-04-01
122,8888,0000,9999,品名,2648,2008-05-01
122,8888,0000,9999,品名,3346,2008-06-01
122,8888,0000,9999,品名,2302,2008-07-01
122,8888,0000,9999,品名,2771,2008-08-01
122,8888,0000,9999,品名,3128,2008-09-01
122,8888,0000,9999,品名,2326,2009-04-01
123,8888,0000,9999,品名,1108,2008-08-01
123,8888,0000,9999,品名,1748,2008-09-01
123,8888,0000,9999,品名,1879,2009-04-01
125,8888,0000,9999,品名,132138,2008-04-01
125,8888,0000,9999,品名,131786,2008-05-01
125,8888,0000,9999,品名,159189,2008-06-01
125,8888,0000,9999,品名,143842,2008-07-01
125,8888,0000,9999,品名,140608,2008-08-01
125,8888,0000,9999,品名,169691,2008-09-01
125,8888,0000,9999,品名,124113,2009-04-01
133,8888,0000,9999,品名,8503,2008-04-01
133,8888,0000,9999,品名,24686,2008-05-01
133,8888,0000,9999,品名,18264,2008-06-01
133,8888,0000,9999,品名,18991,2008-07-01
133,8888,0000,9999,品名,24985,2008-08-01
133,8888,0000,9999,品名,25218,2008-09-01
133,8888,0000,9999,品名,29862,2009-04-01
137,8888,0000,9999,品名,114429,2008-08-01
137,8888,0000,9999,品名,169349.94,2008-09-01
137,8888,0000,9999,品名,147617.52,2009-04-01
138,8888,0000,9999,品名,24910,2008-08-01
138,8888,0000,9999,品名,29680.24,2008-09-01
138,8888,0000,9999,品名,16472,2009-04-01
139,8888,0000,9999,品名,25949,2008-08-01
139,8888,0000,9999,品名,33115.4,2008-09-01
