102,8888,0000,9999,品名,265594,2008-1-1
102,8888,0000,9999,品名,96769,2008-2-1
102,8888,0000,9999,品名,126698,2008-3-1
102,8888,0000,9999,品名,153288,2008-10-1
102,8888,0000,9999,品名,329526,2008-11-1
102,8888,0000,9999,品名,99950,2008-12-1
102,8888,0000,9999,品名,159533,2009-1-1
102,8888,0000,9999,品名,86247,2009-2-1
102,8888,0000,9999,品名,180049,2009-3-1
103,8888,0000,9999,品名,1080000,2007-11-1
103,8888,0000,9999,品名,1080000,2007-12-1
103,8888,0000,9999,品名,422079,2008-1-1
103,8888,0000,9999,品名,399953,2008-2-1
103,8888,0000,9999,品名,530481,2008-3-1
103,8888,0000,9999,品名,282118,2008-10-1
103,8888,0000,9999,品名,229296,2008-11-1
103,8888,0000,9999,品名,205721,2008-12-1
103,8888,0000,9999,品名,340684,2009-1-1
103,8888,0000,9999,品名,248072,2009-2-1
103,8888,0000,9999,品名,1547893,2009-3-1
104,8888,0000,9999,品名,626896,2008-1-1
104,8888,0000,9999,品名,743976,2008-2-1
104,8888,0000,9999,品名,960239,2008-3-1
104,8888,0000,9999,品名,703601,2008-10-1
104,8888,0000,9999,品名,652012,2008-11-1
104,8888,0000,9999,品名,607033,2008-12-1
104,8888,0000,9999,品名,772715,2009-1-1
104,8888,0000,9999,品名,414339,2009-2-1
104,8888,0000,9999,品名,36911,2009-3-1
105,8888,0000,9999,品名,100660,2008-1-1
105,8888,0000,9999,品名,117871,2008-2-1
105,8888,0000,9999,品名,173444,2008-3-1
105,8888,0000,9999,品名,288280,2008-10-1
105,8888,0000,9999,品名,286879,2008-11-1
105,8888,0000,9999,品名,292577,2008-12-1
105,8888,0000,9999,品名,286927,2009-1-1
105,8888,0000,9999,品名,283364,2009-2-1
105,8888,0000,9999,品名,143509,2009-3-1
106,8888,0000,9999,品名,98334,2008-10-1
106,8888,0000,9999,品名,86871,2008-11-1
106,8888,0000,9999,品名,117721,2008-12-1
106,8888,0000,9999,品名,172150,2009-1-1
106,8888,0000,9999,品名,99247,2009-2-1
106,8888,0000,9999,品名,81908,2009-3-1
107,8888,0000,9999,品名,170584,2007-11-1
107,8888,0000,9999,品名,170584,2007-12-1
107,8888,0000,9999,品名,245000,2008-1-1
107,8888,0000,9999,品名,308643,2008-2-1
107,8888,0000,9999,品名,250000,2008-3-1
107,8888,0000,9999,品名,212750,2008-10-1
107,8888,0000,9999,品名,193950,2008-11-1
107,8888,0000,9999,品名,231500,2008-12-1
107,8888,0000,9999,品名,226942,2009-1-1
107,8888,0000,9999,品名,230000,2009-2-1
107,8888,0000,9999,品名,267826,2009-3-1
108,8888,0000,9999,品名,510982.7,2008-1-1
108,8888,0000,9999,品名,1093664,2008-2-1
108,8888,0000,9999,品名,1315753.5,2008-3-1
108,8888,0000,9999,品名,1427372.5,2008-10-1
108,8888,0000,9999,品名,1464948.5,2008-11-1
108,8888,0000,9999,品名,1320605.2,2008-12-1
108,8888,0000,9999,品名,1931480.7,2009-1-1
108,8888,0000,9999,品名,1178092.6,2009-2-1
108,8888,0000,9999,品名,93747,2009-3-1
120,8888,0000,9999,品名,7000,2008-10-1
120,8888,0000,9999,品名,7286.5,2008-11-1
120,8888,0000,9999,品名,6419,2008-12-1
120,8888,0000,9999,品名,9096,2009-1-1
120,8888,0000,9999,品名,8798,2009-2-1
120,8888,0000,9999,品名,7953,2009-3-1
110,8888,0000,9999,品名,232544,2008-1-1
110,8888,0000,9999,品名,180100,2008-2-1
110,8888,0000,9999,品名,208702,2008-3-1
110,8888,0000,9999,品名,273048,2008-10-1
110,8888,0000,9999,品名,285132,2008-11-1
110,8888,0000,9999,品名,289701,2008-12-1
110,8888,0000,9999,品名,326256,2009-1-1
110,8888,0000,9999,品名,132288,2009-2-1
110,8888,0000,9999,品名,125715,2009-3-1
111,8888,0000,9999,品名,96027,2008-1-1
111,8888,0000,9999,品名,103810,2008-2-1
111,8888,0000,9999,品名,126730,2008-3-1
111,8888,0000,9999,品名,112144,2008-10-1
111,8888,0000,9999,品名,98573,2008-11-1
111,8888,0000,9999,品名,110342,2008-12-1
111,8888,0000,9999,品名,117236,2009-1-1
